acc_x	acc_y	acc_z	mag	dif_x	dif_y	dif_z	diff_mag
0.13	-0.08	1.12	1.13	399.20	1254.40	993.60	1649.28	
0.14	-0.05	1.12	1.13	530.40	1569.60	1185.60	2037.31	
0.16	-0.05	1.09	1.10	1137.60	1369.60	1449.60	2295.93	
0.16	-0.07	1.09	1.10	1142.40	1284.80	1449.60	2248.81	
0.16	-0.08	1.08	1.09	1112.80	1056.00	1158.40	1922.33	
0.15	-0.09	1.08	1.09	1274.40	1097.60	1158.40	2042.23	
0.15	-0.09	1.08	1.09	1255.20	1017.60	1121.60	1966.98	
0.14	-0.08	1.08	1.09	1342.40	964.80	1140.80	2008.56	
0.14	-0.08	1.08	1.09	1347.20	964.80	1140.80	2011.77	
0.15	-0.08	1.08	1.09	1608.80	964.80	1140.80	2195.56	
0.16	-0.08	1.08	1.09	1185.60	964.80	1068.80	1865.16	
0.15	-0.10	1.09	1.11	1614.40	560.00	1175.20	2073.88	
0.13	-0.10	1.11	1.13	846.40	564.80	437.60	1107.65	
0.13	-0.10	1.11	1.12	846.40	579.20	542.40	1160.20	
0.13	-0.10	1.11	1.12	846.40	548.00	460.80	1108.62	
0.13	-0.09	1.11	1.12	896.00	525.60	460.80	1136.40	
0.14	-0.09	1.11	1.13	896.00	446.40	513.60	1125.11	
0.15	-0.09	1.12	1.13	628.00	412.00	349.60	828.46	
0.15	-0.08	1.12	1.13	628.00	412.00	349.60	828.46	
0.14	-0.08	1.11	1.12	662.40	412.00	325.60	845.30	
0.13	-0.09	1.11	1.12	357.60	303.20	325.60	570.81	
0.13	-0.09	1.11	1.12	287.20	271.20	268.80	477.79	
0.12	-0.09	1.11	1.12	362.40	304.80	248.00	534.55	
0.12	-0.10	1.10	1.11	290.40	382.40	384.00	614.83	
0.12	-0.10	1.09	1.10	315.20	412.80	382.40	644.97	
0.12	-0.10	1.09	1.10	324.80	502.40	382.40	710.02	
0.11	-0.09	1.12	1.13	615.20	811.20	1399.20	1730.40	
0.11	-0.08	1.12	1.13	670.40	737.60	1386.40	1707.51	
0.11	-0.09	1.12	1.13	816.80	840.80	1507.20	1909.39	
0.10	-0.09	1.11	1.12	915.20	916.00	1549.60	2019.38	
0.10	-0.10	1.11	1.12	915.20	851.20	1548.80	1990.20	
0.10	-0.10	1.12	1.13	938.40	906.40	1689.60	2134.69	
0.10	-0.10	1.12	1.13	923.20	913.60	1689.60	2131.13	
0.10	-0.10	1.12	1.13	909.60	907.20	1748.00	2169.31	
0.10	-0.10	1.12	1.13	973.60	907.20	1772.00	2216.05	
0.11	-0.10	1.13	1.14	1030.40	907.20	1748.00	2222.67	
0.12	-0.10	1.10	1.11	706.40	829.60	790.40	1346.09	
0.10	-0.10	1.09	1.10	986.40	829.60	796.00	1514.87	
0.12	-0.11	1.07	1.09	1601.60	906.40	1291.20	2248.08	
0.14	-0.11	1.07	1.08	1434.40	1014.40	1291.20	2180.30	
0.15	-0.11	1.07	1.09	1332.80	1014.40	1291.20	2114.84	
0.16	-0.12	1.06	1.08	1332.80	846.40	1175.20	1968.21	
0.18	-0.12	1.06	1.08	1459.20	926.40	1175.20	2090.11	
0.19	-0.13	1.06	1.08	1360.80	1190.40	1306.40	2230.59	
0.20	-0.15	1.05	1.08	1304.00	1190.40	1366.40	2232.60	
0.21	-0.16	1.04	1.07	1304.00	1190.40	1366.40	2232.60	
0.22	-0.17	1.04	1.07	1304.00	871.20	1244.80	2002.23	
0.23	-0.17	1.04	1.08	684.80	871.20	1307.20	1713.68	
0.22	-0.16	1.06	1.10	575.20	871.20	960.00	1418.25	
0.21	-0.15	1.06	1.09	612.80	623.20	1036.00	1355.43	
0.20	-0.15	1.05	1.08	659.20	744.00	984.80	1399.25	
0.19	-0.15	1.06	1.08	659.20	824.00	1068.00	1501.38	
0.18	-0.14	1.06	1.09	742.40	1058.40	1143.20	1725.77	
0.17	-0.12	1.08	1.10	660.00	952.00	1143.20	1627.52	
0.15	-0.12	1.09	1.11	843.20	982.40	858.40	1553.37	
0.15	-0.11	1.09	1.11	822.40	982.40	833.60	1528.51	
0.14	-0.11	1.11	1.12	972.00	1213.60	1180.80	1952.41	
0.12	-0.09	1.11	1.12	1193.60	1410.40	1180.80	2192.76	
0.11	-0.08	1.12	1.13	1156.00	1410.40	1180.80	2172.52	
0.11	-0.09	1.14	1.15	1054.40	1468.80	1101.60	2117.23	
0.12	-0.09	1.13	1.14	1098.40	1468.80	1567.20	2412.46	
0.11	-0.09	1.12	1.13	1156.80	1468.80	1567.20	2439.61	
0.12	-0.10	1.12	1.13	1156.80	1372.00	1478.40	2325.13	
0.11	-0.10	1.12	1.13	1101.60	1346.40	1472.80	2279.35	
0.12	-0.09	1.11	1.12	898.40	981.60	1459.20	1974.82	
0.11	-0.08	1.12	1.13	640.80	923.20	1386.40	1784.66	
0.12	-0.09	1.10	1.12	848.00	923.20	1200.80	1735.89	
0.14	-0.11	1.10	1.11	736.00	784.00	1073.60	1519.53	
0.15	-0.12	1.10	1.11	720.00	381.60	1073.60	1347.83	
0.17	-0.12	1.08	1.10	655.20	368.80	837.60	1125.56	
0.17	-0.11	1.17	1.19	675.20	230.40	2866.40	2953.85	
0.18	-0.11	1.16	1.18	527.20	193.60	3192.00	3241.03	
0.13	-0.10	1.11	1.12	2126.40	480.00	4630.40	5117.87	
0.16	-0.07	1.12	1.14	3002.40	912.80	5246.40	6113.29	
0.18	-0.08	1.12	1.14	3002.40	1003.20	5318.40	6189.20	
0.16	-0.08	1.11	1.13	3699.20	1003.20	5415.20	6634.37	
0.15	-0.07	1.11	1.13	3547.20	1450.40	5415.20	6634.05	
0.16	-0.06	1.12	1.13	3547.20	1445.60	5503.20	6705.04	
0.16	-0.06	1.11	1.13	3547.20	1440.00	5503.20	6703.84	
0.16	-0.06	1.12	1.13	3571.20	1440.00	5424.00	6651.83	
0.15	-0.06	1.04	1.05	3754.40	1448.80	2871.20	4943.51	
0.14	-0.05	1.05	1.06	3571.20	1448.80	3039.20	4908.08	
0.18	-0.06	1.10	1.12	2420.80	1507.20	1265.60	3119.88	
0.14	-0.08	1.09	1.10	2228.00	885.60	720.00	2503.33	
0.11	-0.07	1.09	1.10	1308.00	894.40	720.00	1740.46	
0.14	-0.07	1.10	1.11	1040.00	719.20	558.40	1382.27	
0.16	-0.09	1.09	1.10	1292.00	828.00	1040.00	1853.77	
0.17	-0.10	1.09	1.11	1169.60	821.60	1083.20	1793.41	
0.15	-0.13	1.09	1.11	1645.60	1060.00	1083.20	2237.17	
0.12	-0.11	1.10	1.11	1580.00	1686.40	1105.60	2561.78	
0.11	-0.09	1.10	1.11	1528.00	1479.20	1045.60	2369.83	
0.10	-0.08	1.10	1.11	1229.60	1479.20	1045.60	2189.34	
0.09	-0.08	1.10	1.11	1516.00	1377.60	1060.80	2306.80	
0.09	-0.09	1.09	1.10	1516.00	1534.40	1366.40	2553.37	
0.09	-0.11	1.08	1.09	1660.80	1925.60	1359.20	2883.33	
0.08	-0.12	1.08	1.09	1660.80	1760.00	1424.00	2807.78	
0.08	-0.09	1.10	1.11	1548.80	2328.80	747.20	2894.89	
0.08	-0.07	1.10	1.10	1548.80	2328.80	672.00	2876.40	
0.08	-0.03	1.10	1.10	1548.80	1232.00	640.80	2080.20	
0.08	-0.04	1.09	1.09	1545.60	1220.00	936.00	2180.22	
0.05	-0.02	1.11	1.11	1960.00	1680.80	1538.40	3005.56	
0.07	-0.02	1.11	1.11	2617.60	1680.80	1538.40	3470.39	
0.09	-0.00	1.11	1.12	2145.60	1776.00	1538.40	3181.89	
0.09	0.01	1.12	1.13	2145.60	1776.00	1439.20	3135.14	
0.12	0.02	1.11	1.12	2292.80	1436.80	1692.80	3191.69	
0.12	0.01	1.11	1.11	2213.60	1437.60	1692.80	3135.65	
0.11	-0.01	1.11	1.11	2102.40	1621.60	1725.60	3166.60	
0.09	0.01	1.10	1.10	1900.80	2538.40	1976.00	3736.45	
0.07	0.03	1.10	1.11	2296.00	2338.40	2072.80	3877.66	
0.08	0.02	1.13	1.13	2595.20	2754.40	1533.60	4083.35	
0.10	-0.01	1.10	1.11	1856.80	2228.00	1457.60	3245.96	
0.09	-0.02	1.10	1.10	1520.00	2252.00	1420.00	3065.67	
0.09	-0.03	1.10	1.10	1508.00	2223.20	1347.20	3005.27	
0.10	-0.06	1.10	1.11	1447.20	1985.60	1436.00	2845.89	
0.08	-0.04	1.12	1.12	1370.40	2393.60	1132.80	2981.70	
0.08	-0.02	1.12	1.12	1356.80	2641.60	1116.80	3172.73	
0.08	-0.00	1.11	1.11	1356.80	1834.40	971.20	2479.75	
0.09	-0.04	1.12	1.12	1502.40	1786.40	770.40	2458.04	
0.12	-0.07	1.11	1.12	871.20	1036.80	775.20	1560.41	
0.13	-0.07	1.10	1.11	871.20	1036.80	476.00	1435.45	
0.13	-0.07	1.11	1.12	833.60	1012.80	461.60	1390.59	
0.12	-0.07	1.12	1.13	911.20	1009.60	444.80	1430.88	
0.11	-0.07	1.12	1.13	982.40	1009.60	371.20	1456.77	
0.10	-0.06	1.12	1.12	834.40	771.20	356.00	1190.68	
0.11	-0.06	1.11	1.12	834.40	771.20	478.40	1232.82	
0.11	-0.06	1.11	1.11	760.80	968.80	478.40	1321.46	
0.10	-0.05	1.11	1.12	972.00	968.80	584.00	1491.45	
0.09	-0.04	1.11	1.12	1088.00	944.00	584.00	1554.33	
0.07	-0.03	1.11	1.11	1020.00	800.00	685.60	1466.44	
0.05	-0.03	1.11	1.11	852.00	800.80	707.20	1366.50	
0.05	-0.08	1.09	1.10	909.60	2472.00	1332.00	2951.67	
0.06	-0.12	1.09	1.10	951.20	2400.80	1392.00	2933.65	
0.07	-0.10	1.09	1.10	929.60	3045.60	1498.40	3519.24	
0.05	-0.08	1.09	1.09	1575.20	2699.20	1399.20	3424.13	
0.03	-0.06	1.10	1.10	1575.20	2541.60	1403.20	3303.02	
0.03	-0.06	1.10	1.11	1427.20	2541.60	1224.00	3161.46	
0.04	-0.07	1.10	1.10	1524.00	2756.00	1112.80	3340.13	
0.05	-0.07	1.10	1.10	1524.00	2802.40	1122.40	3381.69	
0.03	-0.08	1.05	1.05	1822.40	2802.40	2812.00	4368.29	
0.04	-0.12	1.03	1.04	1836.80	2802.40	2252.80	4037.62	
0.02	-0.09	1.06	1.06	2780.80	3044.00	2231.20	4687.97	
0.04	-0.03	1.07	1.07	3228.80	2456.80	2693.60	4869.96	
0.05	-0.02	1.08	1.08	3228.80	2898.40	2686.40	5103.20	
0.08	-0.03	1.06	1.07	2878.40	3057.60	3261.60	5317.16	
0.08	-0.04	1.06	1.07	2968.00	2927.20	3264.00	5294.45	
0.06	-0.05	1.07	1.07	2968.00	2712.80	3256.00	5173.96	
0.06	-0.04	1.07	1.07	3104.00	2543.20	3263.20	5172.15	
0.07	-0.05	1.07	1.07	3104.00	2452.00	3366.40	5194.21	
0.09	-0.04	1.12	1.13	2433.60	2493.60	1990.40	4012.75	
0.09	-0.00	1.14	1.14	2433.60	1808.80	1565.60	3412.52	
0.12	0.02	1.14	1.14	1568.00	1115.20	1565.60	2480.60	
0.10	0.02	1.12	1.12	1692.80	1115.20	1129.60	2320.61	
0.08	-0.00	1.11	1.11	1515.20	440.00	968.00	1851.07	
0.07	-0.00	1.12	1.13	1128.00	440.00	463.20	1296.36	
0.08	-0.01	1.12	1.13	1211.20	653.60	454.40	1449.37	
0.09	-0.02	1.12	1.13	868.80	533.60	454.40	1116.25	
0.07	-0.02	1.13	1.13	829.60	452.00	438.40	1041.51	
0.06	-0.02	1.12	1.12	824.80	505.60	427.20	1057.56	
0.04	-0.02	1.12	1.12	592.80	505.60	403.20	877.28	
0.04	-0.01	1.13	1.13	592.80	539.20	413.60	901.78	
0.05	-0.02	1.13	1.13	739.20	562.40	567.20	1088.31	
0.05	-0.02	1.13	1.14	595.20	588.80	567.20	1011.27	
0.05	-0.03	1.15	1.15	595.20	582.40	486.40	964.38	
0.03	-0.07	1.15	1.15	1281.60	1505.60	412.00	2019.67	
-0.01	-0.12	1.13	1.13	1750.40	1935.20	1199.20	2871.76	
-0.05	-0.13	1.15	1.15	1692.80	1935.20	1734.40	3101.41	
-0.01	-0.11	1.14	1.15	2765.60	2428.80	1760.00	4079.85	
0.02	-0.10	1.14	1.15	2765.60	2492.80	1809.60	4139.72	
0.05	-0.08	1.13	1.14	2724.80	2424.00	2168.00	4242.70	
0.06	-0.09	1.13	1.13	2421.60	2450.40	2168.00	4070.48	
0.05	-0.08	1.13	1.13	2700.80	2552.00	2099.20	4267.75	
0.05	-0.08	1.11	1.12	2569.60	2512.00	2466.40	4358.45	
0.05	-0.08	1.11	1.11	2699.20	2512.00	2452.80	4428.55	
0.08	-0.04	1.10	1.11	2742.40	2512.00	2324.00	4385.42	
0.12	0.01	1.13	1.13	2590.40	1284.00	1563.20	3286.70	
0.15	0.02	1.11	1.12	1541.60	970.40	926.40	2043.63	
0.12	-0.00	1.11	1.11	1390.40	1050.40	938.40	1979.18	
0.10	-0.03	1.10	1.11	1390.40	888.80	864.80	1863.08	
0.07	-0.05	1.11	1.12	713.60	299.20	575.20	964.16	
0.06	-0.04	1.12	1.12	476.00	316.00	558.40	798.90	
0.07	-0.04	1.11	1.11	335.20	300.80	382.40	590.82	
0.07	-0.05	1.11	1.12	320.80	337.60	250.40	528.76	
0.06	-0.05	1.11	1.11	386.40	364.80	267.20	594.79	
0.06	-0.06	1.11	1.11	256.80	332.80	173.60	454.80	
0.05	-0.06	1.11	1.11	182.40	268.00	173.60	367.74	
0.06	-0.06	1.11	1.11	213.60	292.00	173.60	401.28	
0.06	-0.05	1.11	1.11	127.20	292.00	159.20	356.07	
0.06	-0.05	1.11	1.11	127.20	219.20	141.60	290.31	
0.06	-0.05	1.11	1.11	120.80	160.80	181.60	270.98	
0.07	-0.05	1.11	1.11	91.20	166.40	122.40	225.81	
0.06	-0.05	1.11	1.11	104.80	122.40	124.80	203.81	
0.06	-0.05	1.11	1.11	64.00	100.00	141.60	184.79	
0.06	-0.05	1.11	1.11	59.20	100.00	124.80	170.53	
0.06	-0.05	1.11	1.11	59.20	65.60	129.60	156.86	
0.06	-0.05	1.11	1.11	40.00	60.00	96.80	120.71	
0.06	-0.05	1.11	1.11	41.60	48.00	89.60	109.83	
0.06	-0.05	1.11	1.11	28.80	60.00	100.00	120.12	
0.06	-0.05	1.11	1.11	44.80	50.40	102.40	122.61	
0.06	-0.05	1.11	1.11	44.80	50.40	84.80	108.34	
0.06	-0.05	1.11	1.11	42.40	34.40	74.40	92.28	
0.06	-0.05	1.11	1.11	72.80	34.40	91.20	121.66	
0.06	-0.05	1.11	1.11	65.60	46.40	104.80	132.06	
0.06	-0.05	1.11	1.11	85.60	52.80	143.20	174.99	
0.06	-0.05	1.11	1.11	118.40	44.80	164.00	207.18	
0.06	-0.05	1.11	1.11	116.80	49.60	176.00	216.98	
0.06	-0.05	1.11	1.11	120.80	47.20	176.00	218.62	
0.06	-0.05	1.11	1.11	122.40	53.60	176.00	220.98	
0.06	-0.05	1.11	1.11	109.60	53.60	169.60	208.92	
0.06	-0.05	1.11	1.11	110.40	53.60	169.60	209.34	
0.06	-0.05	1.11	1.11	110.40	57.60	147.20	192.80	
0.06	-0.05	1.11	1.11	100.80	64.80	147.20	189.81	
0.06	-0.05	1.11	1.11	100.80	47.20	117.60	161.92	
0.06	-0.05	1.11	1.11	92.00	45.60	82.40	131.66	
0.06	-0.05	1.11	1.11	72.00	60.00	64.00	113.49	
0.06	-0.05	1.11	1.11	72.80	63.20	70.40	119.37	
0.06	-0.05	1.11	1.11	72.80	67.20	84.00	129.89	
0.06	-0.05	1.11	1.11	75.20	62.40	55.20	112.23	
0.06	-0.05	1.11	1.11	72.00	51.20	58.40	105.91	
0.06	-0.05	1.11	1.11	67.20	55.20	103.20	134.96	
0.06	-0.05	1.11	1.11	68.80	47.20	103.20	132.71	
0.06	-0.05	1.11	1.11	100.00	62.40	88.80	147.58	
0.06	-0.05	1.11	1.11	69.60	70.40	111.20	148.88	
0.06	-0.05	1.11	1.11	68.80	88.00	124.00	166.89	
0.06	-0.05	1.11	1.11	74.40	88.00	124.80	169.87	
0.06	-0.05	1.11	1.11	83.20	96.80	155.20	200.95	
0.06	-0.05	1.11	1.11	83.20	104.80	147.20	198.93	
0.06	-0.05	1.11	1.11	89.60	106.40	168.80	218.73	
0.06	-0.05	1.11	1.11	89.60	120.80	148.00	211.01	
0.06	-0.05	1.11	1.11	113.60	116.00	126.40	205.76	
0.06	-0.05	1.11	1.11	102.40	116.00	112.80	191.48	
0.06	-0.05	1.11	1.11	101.60	107.20	104.00	180.64	
0.06	-0.05	1.11	1.11	99.20	99.20	92.80	168.21	
0.06	-0.05	1.11	1.11	88.80	71.20	63.20	130.19	
0.06	-0.05	1.11	1.11	78.40	64.80	61.60	118.91	
0.06	-0.05	1.11	1.11	95.20	64.00	50.40	125.30	
0.06	-0.05	1.11	1.11	103.20	64.00	36.80	126.89	
0.06	-0.05	1.11	1.11	84.80	60.80	36.80	110.64	
0.06	-0.05	1.11	1.11	87.20	77.60	40.80	123.65	
0.06	-0.05	1.11	1.11	67.20	65.60	49.60	106.20	
0.06	-0.05	1.11	1.11	56.80	63.20	66.40	107.84	
0.06	-0.05	1.11	1.11	56.80	64.00	107.20	137.16	
0.06	-0.05	1.11	1.11	60.00	64.00	106.40	137.90	
0.06	-0.05	1.11	1.11	79.20	85.60	113.60	162.80	
0.06	-0.05	1.11	1.11	77.60	85.60	113.60	162.03	
0.06	-0.05	1.11	1.11	56.00	76.00	113.60	147.71	
0.06	-0.05	1.11	1.11	51.20	76.00	105.60	139.82	
0.06	-0.05	1.11	1.11	39.20	60.80	120.00	140.12	
0.06	-0.05	1.11	1.11	60.80	59.20	120.00	146.97	
0.06	-0.05	1.11	1.11	51.20	73.60	119.20	149.15	
0.06	-0.05	1.11	1.11	51.20	73.60	109.60	141.60	
0.06	-0.05	1.11	1.11	55.20	60.00	108.00	135.32	
0.06	-0.05	1.11	1.11	55.20	49.60	79.20	108.53	
0.06	-0.05	1.11	1.11	63.20	59.20	78.40	116.81	
0.06	-0.05	1.11	1.11	62.40	67.20	102.40	137.46	
0.06	-0.05	1.11	1.11	64.00	56.00	116.00	143.83	
0.06	-0.05	1.11	1.11	63.20	58.40	128.00	154.24	
0.06	-0.05	1.11	1.11	63.20	58.40	140.80	165.01	
0.06	-0.05	1.11	1.11	59.20	57.60	164.00	183.63	
0.06	-0.05	1.11	1.11	56.00	53.60	164.00	181.40	
0.06	-0.05	1.11	1.11	76.00	65.60	175.20	201.93	
0.06	-0.05	1.11	1.11	76.00	65.60	175.20	201.93	
0.06	-0.05	1.11	1.12	76.00	57.60	193.60	215.81	
0.06	-0.05	1.11	1.11	75.20	81.60	193.60	223.15	
0.06	-0.05	1.11	1.12	80.80	87.20	154.40	194.86	
0.06	-0.05	1.11	1.12	80.80	74.40	152.80	188.18	
0.06	-0.05	1.11	1.12	99.20	80.80	128.80	181.55	
0.06	-0.05	1.11	1.12	101.60	85.60	126.40	183.38	
0.06	-0.05	1.11	1.12	96.00	107.20	123.20	189.44	
0.06	-0.05	1.11	1.11	109.60	107.20	133.60	203.35	
0.06	-0.05	1.11	1.11	67.20	92.00	123.20	167.80	
0.06	-0.05	1.11	1.11	68.00	93.60	132.00	175.52	
0.06	-0.05	1.11	1.11	60.00	116.80	87.20	157.63	
0.06	-0.05	1.11	1.11	60.00	79.20	97.60	139.28	
0.06	-0.05	1.11	1.11	52.00	71.20	97.60	131.53	
0.06	-0.05	1.11	1.11	56.80	75.20	97.60	135.67	
0.06	-0.05	1.11	1.11	56.80	75.20	72.00	118.60	
0.06	-0.05	1.11	1.11	51.20	89.60	72.00	125.83	
0.07	-0.05	1.11	1.11	35.20	65.60	73.60	104.69	
0.06	-0.05	1.11	1.11	47.20	75.20	40.80	97.71	
0.06	-0.05	1.11	1.11	47.20	69.60	52.80	99.30	
0.06	-0.05	1.11	1.11	41.60	69.60	52.80	96.76	
0.06	-0.05	1.11	1.11	43.20	60.00	50.40	89.48	
0.06	-0.05	1.11	1.11	38.40	64.80	50.40	90.63	
0.06	-0.05	1.11	1.11	51.20	56.00	57.60	95.26	
0.06	-0.05	1.11	1.11	65.60	49.60	60.80	102.27	
0.06	-0.05	1.11	1.11	69.60	73.60	80.80	129.58	
0.06	-0.05	1.11	1.11	90.40	72.00	104.80	156.01	
0.06	-0.05	1.11	1.11	80.00	72.00	109.60	153.61	
0.06	-0.05	1.11	1.11	80.00	74.40	125.60	166.47	
0.06	-0.05	1.11	1.11	80.00	92.80	152.00	195.23	
0.06	-0.05	1.11	1.11	87.20	92.80	140.00	189.25	
0.06	-0.05	1.11	1.11	87.20	96.00	140.80	191.43	
0.06	-0.05	1.11	1.11	94.40	89.60	153.60	201.33	
0.06	-0.05	1.11	1.11	89.60	102.40	150.40	202.82	
0.06	-0.05	1.11	1.11	94.40	102.40	181.60	228.86	
0.06	-0.05	1.11	1.11	104.80	76.80	139.20	190.42	
0.06	-0.05	1.11	1.11	87.20	64.80	132.80	171.58	
0.06	-0.05	1.11	1.11	76.00	71.20	122.40	160.71	
0.06	-0.05	1.11	1.11	91.20	55.20	132.00	169.67	
0.06	-0.05	1.11	1.11	91.20	51.20	100.00	144.70	
0.06	-0.05	1.11	1.11	92.00	58.40	96.80	145.76	
0.06	-0.05	1.11	1.11	92.00	59.20	83.20	137.44	
0.06	-0.05	1.11	1.11	102.40	52.80	83.20	142.11	
0.06	-0.05	1.11	1.11	76.00	54.40	72.80	118.47	
0.06	-0.05	1.11	1.11	73.60	54.40	86.40	125.86	
0.06	-0.05	1.11	1.11	67.20	55.20	84.80	121.47	
0.06	-0.05	1.11	1.11	56.00	69.60	76.80	117.81	
0.06	-0.05	1.11	1.11	75.20	68.80	122.40	159.28	
0.06	-0.05	1.11	1.11	64.00	68.00	99.20	136.24	
0.06	-0.05	1.11	1.11	62.40	60.80	100.00	132.63	
0.06	-0.05	1.11	1.11	66.40	64.80	100.00	136.41	
0.06	-0.05	1.11	1.11	66.40	64.80	130.40	160.04	
0.06	-0.05	1.11	1.11	52.80	63.20	134.40	157.62	
0.06	-0.05	1.11	1.11	52.80	62.40	110.40	137.37	
0.06	-0.05	1.11	1.11	52.80	68.80	124.00	151.32	
0.06	-0.05	1.11	1.11	52.80	62.40	124.00	148.52	
0.06	-0.05	1.11	1.11	50.40	60.00	132.80	154.19	
0.06	-0.05	1.11	1.11	59.20	50.40	106.40	131.78	
0.06	-0.05	1.11	1.11	59.20	56.80	111.20	138.19	
0.06	-0.05	1.11	1.11	65.60	60.00	95.20	130.26	
0.06	-0.05	1.11	1.11	71.20	38.40	95.20	124.93	
0.06	-0.05	1.11	1.11	71.20	43.20	84.00	118.29	
0.06	-0.05	1.11	1.11	76.00	31.20	93.60	124.54	
0.06	-0.05	1.11	1.11	76.00	31.20	93.60	124.54	
0.06	-0.05	1.11	1.11	76.00	41.60	75.20	114.72	
0.06	-0.05	1.11	1.11	73.60	41.60	68.00	108.50	
0.06	-0.05	1.11	1.11	70.40	42.40	80.00	114.69	
0.06	-0.05	1.11	1.11	61.60	42.40	88.00	115.48	
0.06	-0.05	1.11	1.11	63.20	45.60	121.60	144.43	
0.06	-0.05	1.11	1.11	64.80	60.80	98.40	132.58	
0.06	-0.05	1.11	1.11	72.00	60.80	92.80	132.26	
0.06	-0.05	1.11	1.11	72.00	68.80	101.60	142.27	
0.06	-0.05	1.11	1.11	72.80	60.80	93.60	133.26	
0.06	-0.05	1.11	1.11	60.00	57.60	84.00	118.21	
0.06	-0.05	1.11	1.11	60.80	67.20	113.60	145.32	
0.06	-0.05	1.11	1.11	60.80	56.00	128.00	152.37	
0.06	-0.05	1.11	1.11	62.40	68.00	128.00	157.80	
0.06	-0.05	1.11	1.11	62.40	65.60	83.20	122.96	
0.06	-0.05	1.11	1.11	62.40	47.20	87.20	117.16	
0.06	-0.05	1.11	1.11	61.60	43.20	87.20	115.17	
0.06	-0.05	1.11	1.11	54.40	36.00	85.60	107.62	
0.06	-0.05	1.11	1.11	88.00	42.40	91.20	133.64	
0.06	-0.05	1.11	1.11	73.60	51.20	89.60	126.75	
0.06	-0.05	1.11	1.11	64.00	49.60	108.00	134.98	
0.06	-0.05	1.11	1.11	88.00	52.00	70.40	124.11	
0.06	-0.05	1.11	1.11	74.40	47.20	79.20	118.47	
0.06	-0.05	1.11	1.11	88.80	67.20	79.20	136.65	
0.06	-0.05	1.11	1.11	81.60	67.20	70.40	127.01	
0.06	-0.05	1.11	1.11	99.20	68.80	72.00	140.56	
0.06	-0.05	1.11	1.11	118.40	63.20	93.60	163.63	
0.06	-0.05	1.11	1.11	118.40	73.60	106.40	175.38	
0.06	-0.05	1.11	1.11	157.60	73.60	120.00	211.32	
0.06	-0.05	1.11	1.11	166.40	73.60	105.60	210.37	
0.06	-0.05	1.11	1.11	166.40	64.80	120.00	215.15	
0.06	-0.05	1.11	1.11	162.40	65.60	121.60	213.22	
0.06	-0.05	1.11	1.11	160.80	85.60	106.40	210.96	
0.06	-0.05	1.11	1.11	160.80	64.00	115.20	207.90	
0.06	-0.05	1.11	1.11	167.20	59.20	106.40	206.84	
0.06	-0.05	1.11	1.11	136.00	61.60	107.20	183.80	
0.06	-0.05	1.11	1.11	99.20	59.20	84.80	143.30	
0.06	-0.05	1.11	1.11	89.60	51.20	62.40	120.60	
0.06	-0.05	1.11	1.11	66.40	53.60	76.80	114.80	
0.06	-0.05	1.11	1.11	45.60	65.60	45.60	91.99	
0.06	-0.05	1.11	1.11	44.00	64.00	57.60	96.69	
0.06	-0.05	1.11	1.11	43.20	58.40	80.00	108.06	
0.06	-0.05	1.11	1.11	25.60	68.00	71.20	101.73	
0.06	-0.05	1.11	1.11	25.60	68.00	89.60	115.36	
0.06	-0.05	1.11	1.11	35.20	52.80	92.80	112.42	
0.06	-0.05	1.11	1.11	32.80	73.60	99.20	127.80	
0.06	-0.05	1.11	1.11	36.00	73.60	99.20	128.66	
0.06	-0.05	1.11	1.11	43.20	73.60	99.20	130.86	
0.06	-0.05	1.11	1.11	52.80	53.60	115.20	137.59	
0.06	-0.05	1.11	1.11	59.20	44.80	115.20	137.05	
0.06	-0.05	1.11	1.11	57.60	60.80	118.40	145.03	
0.06	-0.05	1.11	1.11	64.00	60.80	102.40	135.20	
0.06	-0.05	1.11	1.11	64.00	54.40	111.20	139.36	
0.06	-0.05	1.11	1.11	69.60	50.40	83.20	119.61	
0.06	-0.05	1.11	1.11	60.80	50.40	80.80	112.98	
0.06	-0.05	1.11	1.11	61.60	42.40	96.00	121.69	
0.06	-0.05	1.11	1.11	92.80	42.40	100.80	143.42	
0.06	-0.05	1.11	1.11	95.20	46.40	100.80	146.21	
0.06	-0.05	1.11	1.11	95.20	50.40	101.60	148.07	
0.06	-0.05	1.11	1.11	108.00	46.40	101.60	155.37	
0.06	-0.05	1.11	1.11	81.60	71.20	83.20	136.57	
0.06	-0.05	1.11	1.11	94.40	71.20	120.80	169.04	
0.06	-0.05	1.11	1.11	88.00	75.20	116.80	164.44	
0.06	-0.05	1.11	1.11	88.80	69.60	116.80	162.39	
0.06	-0.05	1.11	1.11	96.80	66.40	100.80	154.73	
0.06	-0.05	1.11	1.11	96.80	70.40	121.60	170.63	
0.06	-0.05	1.11	1.11	74.40	70.40	121.60	158.99	
0.06	-0.05	1.11	1.11	58.40	72.80	155.20	181.10	
0.06	-0.05	1.11	1.11	60.00	72.80	138.40	167.49	
0.06	-0.05	1.11	1.11	53.60	64.00	151.20	172.71	
0.06	-0.05	1.11	1.11	47.20	86.40	151.20	180.43	
0.06	-0.05	1.11	1.11	40.00	86.40	141.60	170.63	
0.06	-0.05	1.11	1.11	44.00	89.60	135.20	168.06	
